Date,Area,Location,CommonName,SpeciesName,Fate,Reason.for.euthanasia,Marine.Park,Latitude,Longitude
29/4/2019,Capricorn Coast,Lammermoor Beach,Bull Shark,Carcharhinus Leucas,Deceased,,,NA,NA
3/5/2019,Capricorn Coast,Farnborough Beach,Bull Shark,Carcharhinus Leucas,Deceased,,,NA,NA
3/5/2019,Capricorn Coast,Fishermans Beach,Bull Shark,Carcharhinus Leucas,Deceased,,,NA,NA
3/5/2019,Capricorn Coast,Emu Park,Bull Shark,Carcharhinus Leucas,Deceased,,,NA,NA
9/6/2019,Capricorn Coast,Emu Park,Bull Shark,Carcharhinus Leucas,Deceased,,,NA,NA
11/6/2019,Capricorn Coast,Cooee Bay,Bull Shark,Carcharhinus Leucas,Deceased,,,NA,NA
11/6/2019,Capricorn Coast,Tanby Point,Bull Shark,Carcharhinus Leucas,Deceased,,,NA,NA
11/6/2019,Capricorn Coast,Fishermans Beach,Bull Shark,Carcharhinus Leucas,Deceased,,,NA,NA
11/6/2019,Capricorn Coast,Fishermans Beach,Bull Shark,Carcharhinus Leucas,Deceased,,,NA,NA
6/7/2018,Gladstone,Tannum Sands,Bull Shark,Carcharhinus Leucas,Deceased,,,NA,NA
7/7/2018,Gladstone,Tannum Sands,Bull Shark,Carcharhinus Leucas,Deceased,,,NA,NA
19/7/2018,Gladstone,Tannum Sands,Bull Shark,Carcharhinus Leucas,Deceased,,,NA,NA
30/7/2018,Gladstone,Tannum Sands,Bull Shark,Carcharhinus Leucas,Deceased,,,NA,NA
14/8/2018,Gladstone,Tannum Sands,Bull Shark,Carcharhinus Leucas,Deceased,,,NA,NA
14/8/2018,Gladstone,Tannum Sands,Bull Shark,Carcharhinus Leucas,Deceased,,,NA,NA
26/8/2018,Gladstone,Tannum Sands,Bull Shark,Carcharhinus Leucas,Deceased,,,NA,NA
13/11/2018,Gladstone,Tannum Sands,Bull Shark,Carcharhinus Leucas,Deceased,,,NA,NA
21/12/2018,Gladstone,Tannum Sands,Bull Shark,Carcharhinus Leucas,Deceased,,,NA,NA
26/12/2018,Gladstone,Tannum Sands,Bull Shark,Carcharhinus Leucas,Deceased,,,NA,NA
3/1/2019,Gladstone,Tannum Sands,Bull Shark,Carcharhinus Leucas,Deceased,,,NA,NA
11/1/2019,Gladstone,Tannum Sands,Bull Shark,Carcharhinus Leucas,Deceased,,,NA,NA
11/1/2019,Gladstone,Tannum Sands,Bull Shark,Carcharhinus Leucas,Deceased,,,NA,NA
21/1/2019,Gladstone,Tannum Sands,Bull Shark,Carcharhinus Leucas,Deceased,,,NA,NA
24/1/2019,Gladstone,Tannum Sands,Bull Shark,Carcharhinus Leucas,Deceased,,,NA,NA
16/2/2019,Gladstone,Tannum Sands,Bull Shark,Carcharhinus Leucas,Deceased,,,NA,NA
2/3/2019,Gladstone,Tannum Sands,Bull Shark,Carcharhinus Leucas,Deceased,,,NA,NA
7/3/2019,Gladstone,Tannum Sands,Bull Shark,Carcharhinus Leucas,Deceased,,,NA,NA
23/3/2019,Gladstone,Tannum Sands,Bull Shark,Carcharhinus Leucas,Deceased,,,NA,NA
22/4/2019,Gladstone,Tannum Sands,Bull Shark,Carcharhinus Leucas,Deceased,,,NA,NA
16/5/2019,Gladstone,Tannum Sands,Bull Shark,Carcharhinus Leucas,Deceased,,,NA,NA
16/5/2019,Gladstone,Tannum Sands,Bull Shark,Carcharhinus Leucas,Deceased,,,NA,NA
14/7/2018,Townsville,Florence Bay,Bull Shark,Carcharhinus Leucas,Deceased,,,NA,NA
3/9/2018,Townsville,Horseshoe Bay,Bull Shark,Carcharhinus Leucas,Deceased,,,NA,NA
6/9/2018,Townsville,Alma Bay,Bull Shark,Carcharhinus Leucas,Deceased,,,NA,NA
20/9/2018,Townsville,Florence Bay,Bull Shark,Carcharhinus Leucas,Deceased,,,NA,NA
24/9/2018,Townsville,Florence Bay,Bull Shark,Carcharhinus Leucas,Deceased,,,NA,NA
18/10/2018,Townsville,Alma Bay,Bull Shark,Carcharhinus Leucas,Deceased,,,NA,NA
13/11/2018,Townsville,Palarenda Beach,Bull Shark,Carcharhinus Leucas,Deceased,,,NA,NA
12/12/2018,Townsville,Horseshoe Bay,Bull Shark,Carcharhinus Leucas,Deceased,,,NA,NA
12/12/2018,Townsville,Horseshoe Bay,Bull Shark,Carcharhinus Leucas,Deceased,,,NA,NA
13/12/2018,Townsville,Horseshoe Bay,Bull Shark,Carcharhinus Leucas,Deceased,,,NA,NA
14/1/2019,Townsville,Horseshoe Bay,Bull Shark,Carcharhinus Leucas,Deceased,,,NA,NA
19/1/2019,Townsville,Florence Bay,Bull Shark,Carcharhinus Leucas,Deceased,,,NA,NA
14/2/2019,Townsville,Palarenda Beach,Bull Shark,Carcharhinus Leucas,Deceased,,,NA,NA
19/2/2019,Townsville,Florence Bay,Bull Shark,Carcharhinus Leucas,Deceased,,,NA,NA
2/3/2019,Townsville,Florence Bay,Bull Shark,Carcharhinus Leucas,Deceased,,,NA,NA
9/3/2019,Townsville,Nelly Bay,Bull Shark,Carcharhinus Leucas,Deceased,,,NA,NA
21/5/2019,Townsville,Florence Bay,Bull Shark,Carcharhinus Leucas,Deceased,,,NA,NA
1/10/2018,Townsville,Horseshoe Bay,Catfish,Neoarius Graffei,Deceased,,,NA,NA
11/2/2019,Townsville,Florence Bay,Common Blacktip Shark,Carcharhinus Limbatus,Deceased,,,NA,NA
19/2/2019,Townsville,Florence Bay,Common Blacktip Shark,Carcharhinus Limbatus,Deceased,,,NA,NA
19/2/2019,Townsville,Palarenda Beach,Common Blacktip Shark,Carcharhinus Limbatus,Deceased,,,NA,NA
27/8/2018,Townsville,Palarenda Beach,Graceful Shark,Carcharhinus Amblyrhynchoides,Deceased,,,NA,NA
6/9/2018,Townsville,Florence Bay,Great Hammerhead,Sphyrna Mokarran,Deceased,,,NA,NA
5/12/2018,Townsville,Radical Bay,Great Hammerhead,Sphyrna Mokarran,Deceased,,,NA,NA
6/12/2018,Townsville,Alma Bay,Great Hammerhead,Sphyrna Mokarran,Deceased,,,NA,NA
13/6/2019,Townsville,Picnic Bay,Great Hammerhead,Sphyrna Mokarran,Deceased,,,NA,NA
24/10/2018,Cairns,Buchans,Hardnose Shark,Carcharhinus Macloti,Deceased,,,NA,NA
20/10/2018,Cairns,Ellis Beach,Lemon Shark,Negaprion Acutidens,Euthanised,,,NA,NA
2/12/2018,Mackay,Eimeo Beach,Lemon Shark,Negaprion Acutidens,Deceased,,,NA,NA
18/12/2018,Townsville,Horseshoe Bay,Milk Shark,Rhizoprionodon Acutus,Deceased,,,NA,NA
18/12/2018,Cairns,Holloways,Pigeye Shark,Carcharhinus Amboinensis,Deceased,,,NA,NA
13/2/2019,Cairns,Holloways,Pigeye Shark,Carcharhinus Amboinensis,Deceased,,,NA,NA
2/3/2019,Cairns,Palm Cove,Pigeye Shark,Carcharhinus Amboinensis,Deceased,,,NA,NA
29/5/2019,Cairns,Holloways,Pigeye Shark,Carcharhinus Amboinensis,Deceased,,,NA,NA
15/9/2018,Townsville,Palarenda Beach,Pigeye Shark,Carcharhinus Amboinensis,Deceased,,,NA,NA
15/11/2018,Townsville,Horseshoe Bay,Pigeye Shark,Carcharhinus Amboinensis,Deceased,,,NA,NA
28/2/2019,Townsville,Horseshoe Bay,Pigeye Shark,Carcharhinus Amboinensis,Deceased,,,NA,NA
24/7/2018,Townsville,Horseshoe Bay,Queensland Groper,Epinephelus Lanceolatus,Released Alive,,,NA,NA
6/8/2018,Gladstone,Tannum Sands,Scalloped Hammerhead,Sphyrna Lewinii,Deceased,,,NA,NA
7/8/2018,Townsville,Nelly Bay,Scalloped Hammerhead,Sphyrna Lewinii,Deceased,,,NA,NA
28/2/2019,Townsville,Palarenda Beach,Shark Ray,Rhina Ancylostoma,Deceased,,,NA,NA
1/4/2019,Townsville,Horseshoe Bay,Spinner Shark,Carcharhinus Brevipinna,Deceased,,,NA,NA
14/11/2018,Cairns,Trinity,Spot-Tail Shark,Carcharhinus Sorrah,Deceased,,,NA,NA
5/12/2018,Cairns,Holloways,Spot-Tail Shark,Carcharhinus Sorrah,Deceased,,,NA,NA
18/12/2018,Cairns,Ellis Beach,Spot-Tail Shark,Carcharhinus Sorrah,Deceased,,,NA,NA
18/12/2018,Cairns,Ellis Beach,Spot-Tail Shark,Carcharhinus Sorrah,Deceased,,,NA,NA
18/12/2018,Cairns,Holloways,Spot-Tail Shark,Carcharhinus Sorrah,Deceased,,,NA,NA
19/12/2018,Cairns,Ellis Beach,Spot-Tail Shark,Carcharhinus Sorrah,Deceased,,,NA,NA
6/2/2019,Cairns,Ellis Beach,Spot-Tail Shark,Carcharhinus Sorrah,Deceased,,,NA,NA
6/2/2019,Cairns,Trinity,Spot-Tail Shark,Carcharhinus Sorrah,Deceased,,,NA,NA
13/2/2019,Cairns,Ellis Beach,Spot-Tail Shark,Carcharhinus Sorrah,Deceased,,,NA,NA
23/2/2019,Cairns,Ellis Beach,Spot-Tail Shark,Carcharhinus Sorrah,Deceased,,,NA,NA
23/2/2019,Cairns,Trinity,Spot-Tail Shark,Carcharhinus Sorrah,Deceased,,,NA,NA
21/9/2018,Gladstone,Tannum Sands,Spot-Tail Shark,Carcharhinus Sorrah,Deceased,,,NA,NA
30/10/2018,Gladstone,Tannum Sands,Spot-Tail Shark,Carcharhinus Sorrah,Deceased,,,NA,NA
8/11/2018,Gladstone,Tannum Sands,Spot-Tail Shark,Carcharhinus Sorrah,Deceased,,,NA,NA
13/3/2019,Gladstone,Tannum Sands,Spot-Tail Shark,Carcharhinus Sorrah,Deceased,,,NA,NA
7/8/2018,Townsville,Alma Bay,Spot-Tail Shark,Carcharhinus Sorrah,Deceased,,,NA,NA
20/9/2018,Townsville,Florence Bay,Spot-Tail Shark,Carcharhinus Sorrah,Deceased,,,NA,NA
20/10/2018,Townsville,Florence Bay,Spot-Tail Shark,Carcharhinus Sorrah,Deceased,,,NA,NA
27/10/2018,Townsville,Horseshoe Bay,Spot-Tail Shark,Carcharhinus Sorrah,Deceased,,,NA,NA
10/11/2018,Townsville,Florence Bay,Spot-Tail Shark,Carcharhinus Sorrah,Deceased,,,NA,NA
12/11/2018,Townsville,Horseshoe Bay,Spot-Tail Shark,Carcharhinus Sorrah,Deceased,,,NA,NA
17/11/2018,Townsville,Palarenda Beach,Spot-Tail Shark,Carcharhinus Sorrah,Deceased,,,NA,NA
20/11/2018,Townsville,Horseshoe Bay,Spot-Tail Shark,Carcharhinus Sorrah,Deceased,,,NA,NA
1/12/2018,Townsville,Horseshoe Bay,Spot-Tail Shark,Carcharhinus Sorrah,Deceased,,,NA,NA
10/1/2019,Townsville,Horseshoe Bay,Spot-Tail Shark,Carcharhinus Sorrah,Deceased,,,NA,NA
15/1/2019,Townsville,Horseshoe Bay,Spot-Tail Shark,Carcharhinus Sorrah,Deceased,,,NA,NA
15/1/2019,Townsville,Horseshoe Bay,Spot-Tail Shark,Carcharhinus Sorrah,Deceased,,,NA,NA
14/2/2019,Townsville,Florence Bay,Spot-Tail Shark,Carcharhinus Sorrah,Deceased,,,NA,NA
22/2/2019,Townsville,Alma Bay,Spot-Tail Shark,Carcharhinus Sorrah,Deceased,,,NA,NA
21/3/2019,Townsville,Radical Bay,Spot-Tail Shark,Carcharhinus Sorrah,Deceased,,,NA,NA
23/4/2019,Townsville,Florence Bay,Spot-Tail Shark,Carcharhinus Sorrah,Deceased,,,NA,NA
19/10/2018,Cairns,Ellis Beach,Tawny Shark,Nebrius Ferrugineus,Released Alive,,,NA,NA
23/11/2018,Cairns,Clifton,Tawny Shark,Nebrius Ferrugineus,Released Alive,,,NA,NA
5/12/2018,Cairns,Buchans,Tawny Shark,Nebrius Ferrugineus,Released Alive,,,NA,NA
22/12/2018,Cairns,Buchans,Tawny Shark,Nebrius Ferrugineus,Released Alive,,,NA,NA
23/1/2019,Cairns,Palm Cove,Tawny Shark,Nebrius Ferrugineus,Released Alive,,,NA,NA
8/3/2019,Cairns,Ellis Beach,Tawny Shark,Nebrius Ferrugineus,Released Alive,,,NA,NA
15/3/2019,Cairns,Yorkeys,Tawny Shark,Nebrius Ferrugineus,Released Alive,,,NA,NA
27/4/2019,Cairns,Palm Cove,Tawny Shark,Nebrius Ferrugineus,Released Alive,,,NA,NA
15/6/2019,Mackay,Bucasia Beach,Tawny Shark,Nebrius Ferrugineus,Released Alive,,,NA,NA
9/7/2018,Townsville,Horseshoe Bay,Tawny Shark,Nebrius Ferrugineus,Released Alive,,,NA,NA
23/8/2018,Townsville,Horseshoe Bay,Tawny Shark,Nebrius Ferrugineus,Released Alive,,,NA,NA
20/9/2018,Townsville,Radical Bay,Tawny Shark,Nebrius Ferrugineus,Released Alive,,,NA,NA
4/10/2018,Townsville,Nelly Bay,Tawny Shark,Nebrius Ferrugineus,Released Alive,,,NA,NA
9/10/2018,Townsville,Alma Bay,Tawny Shark,Nebrius Ferrugineus,Released Alive,,,NA,NA
24/11/2018,Townsville,Horseshoe Bay,Tawny Shark,Nebrius Ferrugineus,Released Alive,,,NA,NA
6/12/2018,Townsville,Horseshoe Bay,Tawny Shark,Nebrius Ferrugineus,Released Alive,,,NA,NA
22/12/2018,Townsville,Horseshoe Bay,Tawny Shark,Nebrius Ferrugineus,Released Alive,,,NA,NA
3/1/2019,Townsville,Nelly Bay,Tawny Shark,Nebrius Ferrugineus,Released Alive,,,NA,NA
10/1/2019,Townsville,Florence Bay,Tawny Shark,Nebrius Ferrugineus,Released Alive,,,NA,NA
20/2/2019,Townsville,Nelly Bay,Tawny Shark,Nebrius Ferrugineus,Deceased,,,NA,NA
20/2/2019,Townsville,Nelly Bay,Tawny Shark,Nebrius Ferrugineus,Deceased,,,NA,NA
21/2/2019,Townsville,Florence Bay,Tawny Shark,Nebrius Ferrugineus,Deceased,,,NA,NA
26/2/2019,Townsville,Palarenda Beach,Tawny Shark,Nebrius Ferrugineus,Deceased,,,NA,NA
1/4/2019,Townsville,Horseshoe Bay,Tawny Shark,Nebrius Ferrugineus,Deceased,,,NA,NA
3/8/2018,Cairns,Yorkeys,Tiger Shark,Galeocerdo Cuvier,Euthanised,,,NA,NA
17/8/2018,Cairns,Trinity,Tiger Shark,Galeocerdo Cuvier,Euthanised,,,NA,NA
4/9/2018,Cairns,Clifton,Tiger Shark,Galeocerdo Cuvier,Euthanised,,,NA,NA
26/11/2018,Cairns,Clifton,Tiger Shark,Galeocerdo Cuvier,Euthanised,,,NA,NA
21/12/2018,Cairns,Ellis Beach,Tiger Shark,Galeocerdo Cuvier,Euthanised,,,NA,NA
15/1/2019,Cairns,Ellis Beach,Tiger Shark,Galeocerdo Cuvier,Euthanised,,,NA,NA
8/2/2019,Cairns,Ellis Beach,Tiger Shark,Galeocerdo Cuvier,Euthanised,,,NA,NA
16/2/2019,Cairns,Ellis Beach,Tiger Shark,Galeocerdo Cuvier,Euthanised,,,NA,NA
16/2/2019,Cairns,Ellis Beach,Tiger Shark,Galeocerdo Cuvier,Euthanised,,,NA,NA
23/2/2019,Cairns,Clifton,Tiger Shark,Galeocerdo Cuvier,Euthanised,,,NA,NA
13/3/2019,Cairns,Trinity,Tiger Shark,Galeocerdo Cuvier,Euthanised,,,NA,NA
30/3/2019,Cairns,Ellis Beach,Tiger Shark,Galeocerdo Cuvier,Euthanised,,,NA,NA
30/3/2019,Cairns,Holloways,Tiger Shark,Galeocerdo Cuvier,Euthanised,,,NA,NA
17/4/2019,Cairns,Ellis Beach,Tiger Shark,Galeocerdo Cuvier,Euthanised,,,NA,NA
16/5/2019,Cairns,Clifton,Tiger Shark,Galeocerdo Cuvier,Euthanised,,,NA,NA
18/6/2019,Cairns,Trinity,Tiger Shark,Galeocerdo Cuvier,Euthanised,,,NA,NA
3/8/2018,Capricorn Coast,Tanby Point,Tiger Shark,Galeocerdo Cuvier,Euthanised,,,NA,NA
19/8/2018,Capricorn Coast,Farnborough Beach,Tiger Shark,Galeocerdo Cuvier,Euthanised,,,NA,NA
20/8/2018,Capricorn Coast,Mullambin Beach,Tiger Shark,Galeocerdo Cuvier,Euthanised,,,NA,NA
12/10/2018,Capricorn Coast,Farnborough Beach,Tiger Shark,Galeocerdo Cuvier,Euthanised,,,NA,NA
18/3/2019,Capricorn Coast,Mullambin Beach,Tiger Shark,Galeocerdo Cuvier,Euthanised,,,NA,NA
23/3/2019,Capricorn Coast,Tanby Point,Tiger Shark,Galeocerdo Cuvier,Euthanised,,,NA,NA
19/8/2018,Gladstone,Tannum Sands,Tiger Shark,Galeocerdo Cuvier,Euthanised,,,NA,NA
19/8/2018,Gladstone,Tannum Sands,Tiger Shark,Galeocerdo Cuvier,Euthanised,,,NA,NA
22/10/2018,Gladstone,Tannum Sands,Tiger Shark,Galeocerdo Cuvier,Euthanised,,,NA,NA
3/11/2018,Gladstone,Tannum Sands,Tiger Shark,Galeocerdo Cuvier,Euthanised,,,NA,NA
21/11/2018,Gladstone,Tannum Sands,Tiger Shark,Galeocerdo Cuvier,Euthanised,,,NA,NA
19/3/2019,Gladstone,Tannum Sands,Tiger Shark,Galeocerdo Cuvier,Euthanised,,,NA,NA
16/5/2019,Gladstone,Tannum Sands,Tiger Shark,Galeocerdo Cuvier,Euthanised,,,NA,NA
10/8/2018,Mackay,Bucasia Beach,Tiger Shark,Galeocerdo Cuvier,Euthanised,,,NA,NA
10/8/2018,Mackay,Bucasia Beach,Tiger Shark,Galeocerdo Cuvier,Euthanised,,,NA,NA
3/9/2018,Mackay,Blacks Beach,Tiger Shark,Galeocerdo Cuvier,Euthanised,,,NA,NA
6/11/2018,Mackay,Bucasia Beach,Tiger Shark,Galeocerdo Cuvier,Euthanised,,,NA,NA
24/3/2019,Mackay,Eimeo Beach,Tiger Shark,Galeocerdo Cuvier,Euthanised,,,NA,NA
28/5/2019,Mackay,Bucasia Beach,Tiger Shark,Galeocerdo Cuvier,Euthanised,,,NA,NA
1/6/2019,Mackay,Blacks Beach,Tiger Shark,Galeocerdo Cuvier,Deceased,,,NA,NA
3/7/2018,Townsville,Florence Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,,,NA,NA
3/7/2018,Townsville,Radical Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,,,NA,NA
3/7/2018,Townsville,Horseshoe Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,,,NA,NA
7/7/2018,Townsville,Alma Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,,,NA,NA
14/7/2018,Townsville,Horseshoe Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,,,NA,NA
17/7/2018,Townsville,Alma Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,,,NA,NA
17/7/2018,Townsville,Horseshoe Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,,,NA,NA
21/7/2018,Townsville,Florence Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,,,NA,NA
24/7/2018,Townsville,Nelly Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,,,NA,NA
18/8/2018,Townsville,Alma Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,,,NA,NA
23/8/2018,Townsville,Palarenda Beach,Tiger Shark,Galeocerdo Cuvier,Deceased,,,NA,NA
25/8/2018,Townsville,Horseshoe Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,,,NA,NA
1/9/2018,Townsville,Florence Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,,,NA,NA
3/9/2018,Townsville,Alma Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,,,NA,NA
24/9/2018,Townsville,Florence Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,,,NA,NA
10/11/2018,Townsville,Florence Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,,,NA,NA
1/12/2018,Townsville,Alma Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,,,NA,NA
27/12/2018,Townsville,Horseshoe Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,,,NA,NA
12/2/2019,Townsville,Alma Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,,,NA,NA
14/2/2019,Townsville,Alma Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,,,NA,NA
14/2/2019,Townsville,Alma Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,,,NA,NA
28/2/2019,Townsville,Alma Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,,,NA,NA
4/3/2019,Townsville,Alma Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,,,NA,NA
9/3/2019,Townsville,Florence Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,,,NA,NA
21/3/2019,Townsville,Radical Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,,,NA,NA
21/3/2019,Townsville,Florence Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,,,NA,NA
21/3/2019,Townsville,Florence Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,,,NA,NA
2/4/2019,Townsville,Florence Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,,,NA,NA
2/4/2019,Townsville,Florence Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,,,NA,NA
16/4/2019,Townsville,Horseshoe Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,,,NA,NA
20/4/2019,Townsville,Florence Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,,,NA,NA
5/6/2019,Townsville,Horseshoe Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,,,NA,NA
13/6/2019,Townsville,Radical Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,,,NA,NA
14/6/2019,Townsville,Florence Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,,,NA,NA
15/6/2019,Townsville,Horseshoe Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,,,NA,NA
18/6/2019,Townsville,Florence Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,,,NA,NA
28/10/2018,Capricorn Coast,Mullambin Beach,Unknown Shark,Unknown,Released Alive,,,NA,NA
5/12/2018,Capricorn Coast,Farnborough Beach,Unknown Shark,Unknown,Deceased,,,NA,NA
28/10/2018,Gladstone,Tannum Sands,Unknown Shark,Unknown,Deceased,,,NA,NA
28/1/2019,Gladstone,Tannum Sands,Unknown Shark,Unknown,Deceased,,,NA,NA
25/9/2018,Townsville,Florence Bay,Unknown Shark,Unknown,Deceased,,,NA,NA
3/9/2018,Mackay,Bucasia Beach,Zebra Shark,Stegostoma Fasciatum,Released Alive,,,NA,NA
1/7/2019,Townsville,Horseshoe Bay,Catfish,Netuma Thalassinus,Deceased,,State,NA,NA
1/7/2019,Townsville,Nelly Bay,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,,Commonwealth,NA,NA
1/7/2019,Townsville,Radical Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,,Commonwealth,NA,NA
6/7/2019,Cairns,Clifton,Hardnose Whaler,Carcharhinus Macloti,Deceased,,Commonwealth,NA,NA
10/7/2019,Capricorn Coast,Farnborough Beach,Bull Whaler,Carcharhinus Leucas,Deceased,,Commonwealth,NA,NA
11/7/2019,Townsville,Nelly Bay,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,,Commonwealth,NA,NA
15/7/2019,Townsville,Radical Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,,Commonwealth,NA,NA
16/7/2019,Mackay,Eimeo Beach,Tiger Shark,Galeocerdo Cuvier,Deceased,,Commonwealth,NA,NA
19/7/2019,Cairns,Ellis Beach,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,,Commonwealth,NA,NA
20/7/2019,Cairns,Yorkeys,Tiger Shark,Galeocerdo Cuvier,Deceased,,State,NA,NA
20/7/2019,Townsville,Florence Bay,Scalloped Hammerhead,Sphyrna Lewini,Deceased,,Commonwealth,NA,NA
27/7/2019,Townsville,Radical Bay,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,,Commonwealth,NA,NA
1/8/2019,Mackay,Blacks Beach,Bull Whaler,Carcharhinus Leucas,Deceased,,Commonwealth,NA,NA
1/8/2019,Townsville,Horseshoe Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,,State,NA,NA
1/8/2019,Townsville,Nelly Bay,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,,Commonwealth,NA,NA
6/8/2019,Townsville,Alma Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,,Commonwealth,NA,NA
7/8/2019,Cairns,Clifton,Hardnose Whaler,Carcharhinus Macloti,Deceased,,Commonwealth,NA,NA
9/8/2019,Cairns,Clifton,Tawny Shark,Nebrius Ferrugineus,Deceased,,Commonwealth,NA,NA
9/8/2019,Cairns,Trinity,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,,State,NA,NA
10/8/2019,Cairns,Holloways,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,,State,NA,NA
14/8/2019,Cairns,Holloways,Tiger Shark,Galeocerdo Cuvier,Deceased,,State,NA,NA
15/8/2019,Townsville,Horseshoe Bay,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,,State,NA,NA
17/8/2019,Gladstone,Tannum Sands,Bull Whaler,Carcharhinus Leucas,Deceased,,State,NA,NA
17/8/2019,Gladstone,Tannum Sands,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,,State,NA,NA
17/8/2019,Townsville,Alma Bay,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,,Commonwealth,NA,NA
17/8/2019,Townsville,Radical Bay,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,,Commonwealth,NA,NA
23/8/2019,Mackay,Eimeo Beach,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,,Commonwealth,NA,NA
27/8/2019,Townsville,Nelly Bay,Green Turtle,Chelonia Mydas,Deceased,,Commonwealth,NA,NA
2/9/2019,Townsville,Palarenda Beach,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,,Commonwealth,NA,NA
3/9/2019,Townsville,Horseshoe Bay,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,,State,NA,NA
5/9/2019,Townsville,Horseshoe Bay,Scalloped Hammerhead,Sphyrna Lewini,Deceased,,State,NA,NA
6/9/2019,Townsville,Horseshoe Bay,Green Turtle,Chelonia Mydas,Released Alive,,State,NA,NA
10/9/2019,Townsville,Florence Bay,Tiger Shark,Galeocerdo Cuvier,Deceased,,Commonwealth,NA,NA
10/9/2019,Townsville,Horseshoe Bay,Catfish,Netuma Thalassinus,Deceased,,State,NA,NA
10/9/2019,Townsville,Horseshoe Bay,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,,State,NA,NA
13/9/2019,Capricorn Coast,Fishermans Beach,Bull Whaler,Carcharhinus Leucas,Deceased,,Commonwealth,NA,NA
16/9/2019,Cairns,Palm Cove,Pigeye Whaler,Carcharhinus Amboinensis,Deceased,,Commonwealth,NA,NA
16/9/2019,Townsville,Horseshoe Bay,Catfish,Netuma Thalassinus,Deceased,,State,NA,NA
18/9/2019,Gladstone,Tannum Sands,Dusky Whaler,Carcharhinus Obscurus,Deceased,,State,NA,NA
19/9/2019,Townsville,Horseshoe Bay,Common Blacktip Whaler,Carcharhinus Limbatus,Deceased,,State,NA,NA
9/11/2019,Cairns,Yorkeys,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,,State,NA,NA
12/11/2019,Townsville,Horseshoe Bay,Bull Whaler,Carcharhinus Leucas,Deceased,,State,NA,NA
15/11/2019,Gladstone,Tannum Sands,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,,State,NA,NA
19/11/2019,Gladstone,Tannum Sands,Tiger Shark,Galeocerdo Cuvier,Deceased,,State,NA,NA
28/11/2019,Townsville,Horseshoe Bay,Spot-Tail Whaler,Carcharhinus Sorrah,Deceased,,State,NA,NA
